RSTB-RXN RSTA-RXN
SELENOCYSTEINE-LYASE-RXN RXN0-6975
SELENOCYSTEINE-LYASE-RXN RXN0-6976
SELENOCYSTEINE-LYASE-RXN TRANS-RXN0-480
SELENOCYSTEINE-LYASE-RXN ALARACECAT-RXN
SELENOCYSTEINE-LYASE-RXN RXN-11319
SELENOCYSTEINE-LYASE-RXN 1.2.99.7-RXN
SELENOCYSTEINE-LYASE-RXN RXN0-3281
SELENOCYSTEINE-LYASE-RXN RXN0-6979
SELENOCYSTEINE-LYASE-RXN RXN0-6977
SELENOCYSTEINE-LYASE-RXN RXN0-6978
SELENOCYSTEINE-LYASE-RXN CYT-ACC-RXN
SELENOCYSTEINE-LYASE-RXN VALINE-PYRUVATE-AMINOTRANSFER-RXN
SELENOCYSTEINE-LYASE-RXN TRANS-RXN-125
SELENOCYSTEINE-LYASE-RXN RXN-12588
SELENOCYSTEINE-LYASE-RXN RXN0-6371
SELENOCYSTEINE-LYASE-RXN THIFIS-RXN
SELENOCYSTEINE-LYASE-RXN 7KAPSYN-RXN
SELENOCYSTEINE-LYASE-RXN TRANS-RXN0-469
SELENOCYSTEINE-LYASE-RXN CROBETREDUCT-RXN
SELENOCYSTEINE-LYASE-RXN L-LACTDEHYDROGFMN-RXN
SELENOCYSTEINE-LYASE-RXN UDP-NACMUR-ALA-LIG-RXN
RXN0-2241 RXN0-1701
GLUCOKIN-RXN UHPC-RXN
GLUCOKIN-RXN GLU6PDEHYDROG-RXN
GLUCOKIN-RXN GLUCOSE-6-PHOSPHATE-1-EPIMERASE-RXN
GLUCOKIN-RXN BETA-PHOSPHOGLUCOMUTASE-RXN
GLUCOKIN-RXN RXN0-963
GLUCOKIN-RXN PGLUCISOM-RXN
GLUCOKIN-RXN TRANS-RXN-33
CHERTARM-RXN MCPTAR-RXN
TRANS-RXN0-269 VALINE-PYRUVATE-AMINOTRANSFER-RXN
TRANS-RXN0-269 BRANCHED-CHAINAMINOTRANSFERVAL-RXN
TRANS-RXN0-269 TRANS-RXN-126A
TRANS-RXN0-269 VALINE--TRNA-LIGASE-RXN
TRANS-RXN0-269 ABC-36-RXN
TRANS-RXN0-268 RXN0-2361
TRANS-RXN0-267 3.4.11.4-RXN
TRANS-RXN0-266 ABC-24-RXN
TRANS-RXN0-266 SPERMACTRAN-RXN
TRANS-RXN0-266 GSPSYN-RXN
ABC-37-RXN ORNDECARBOX-RXN
ABC-37-RXN TRANS-RXN0-211
ABC-37-RXN ORNCARBAMTRANSFER-RXN
BETAGALACTOSID-RXN ALDOSE1EPIM-RXN
BETAGALACTOSID-RXN ALDOSE-1-EPIMERASE-RXN
BETAGALACTOSID-RXN RXN-12402
BETAGALACTOSID-RXN GLUCDEHYDROG-RXN
BETAGALACTOSID-RXN 3.2.1.21-RXN
BETAGALACTOSID-RXN TRANS-RXN-21
BETAGALACTOSID-RXN GLUCOKIN-RXN
BETAGALACTOSID-RXN MALTODEG-RXN
BETAGALACTOSID-RXN RXN0-6730
BETAGALACTOSID-RXN RXN0-6372
BETAGALACTOSID-RXN RXN0-6373
BETAGALACTOSID-RXN AMYLOMALT-RXN
BETAGALACTOSID-RXN TRANS-RXN-157
BETAGALACTOSID-RXN R138-RXN
BETAGALACTOSID-RXN R139-RXN
BETAGALACTOSID-RXN ABC-18-RXN
BETAGALACTOSID-RXN RXN0-6418
RXN0-986 LTAA-RXN
RXN0-986 RXN0-3962
RXN0-986 RXN0-268
RXN0-986 DEOXYADENPHOSPHOR-RXN
RXN0-986 TRANS-RXN0-201
RXN0-986 TRANS-RXN0-499
RXN0-986 ISOCIT-CLEAV-RXN
RXN0-986 SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN
RXN0-986 ADENPHOSPHOR-RXN
RXN0-986 RXN0-5234
RXN0-986 DEOXYRIBOSE-P-ALD-RXN
RXN0-986 TRANS-RXN0-447
RXN0-986 TRANS-RXN-106
RXN0-986 TRANS-RXN-106A
RXN0-986 METBALT-RXN
RXN0-986 TRANS-RXN-106B
RXN0-986 TRANS-RXN-127
RXN0-986 ADENINE-DEAMINASE-RXN
RXN0-986 SUCCDIAMINOPIMDESUCC-RXN
RXN0-986 ALCOHOL-DEHYDROG-RXN
RXN0-986 MHPELY-RXN
RXN0-986 SUCCCOASYN-RXN
RXN0-986 RXN-12353
RXN0-986 RXN0-2022
RXN0-986 ACETALD-DEHYDROG-RXN
RXN0-986 TRANS-RXN-121
RXN0-1641 LTAA-RXN
RXN0-1641 GLYCINE--TRNA-LIGASE-RXN
RXN0-1641 AKBLIG-RXN
RXN0-1641 RXN0-6982
RXN0-1641 RXN0-6983
RXN0-1641 RXN0-6974
RXN0-1641 GCVMULTI-RXN
RXN0-1641 RXN0-6984
RXN0-1641 RXN0-6987
RXN0-1641 RXN0-6988
RXN0-1641 RXN0-5234
RXN0-1641 RXN0-6977
RXN0-1641 GLYOHMETRANS-RXN
RXN0-1641 PHENYLSERINE-ALDOLASE-RXN
RXN0-1641 RXN0-6470
RXN0-1641 RXN-6622
RXN0-1641 RXN0-6563
RXN0-1641 GLUTATHIONE-SYN-RXN
RXN0-1641 GLYRIBONUCSYN-RXN
RXN0-1641 TRANS-RXN-62B
RXN0-1641 GCVP-RXN
RXN0-984 RXN0-268
RXN0-984 DEOXYADENPHOSPHOR-RXN
RXN0-984 TRANS-RXN0-201
RXN0-984 TRANS-RXN0-499
RXN0-984 ISOCIT-CLEAV-RXN
RXN0-984 SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN
RXN0-984 ADENPHOSPHOR-RXN
RXN0-984 TRANS-RXN0-447
RXN0-984 TRANS-RXN-106
RXN0-984 TRANS-RXN-106A
RXN0-984 METBALT-RXN
RXN0-984 TRANS-RXN-106B
RXN0-984 TRANS-RXN-127
RXN0-984 ADENINE-DEAMINASE-RXN
RXN0-984 SUCCDIAMINOPIMDESUCC-RXN
RXN0-984 SUCCCOASYN-RXN
RXN0-984 RXN-12353
RXN0-984 RXN-2881
RXN0-984 RXN-2961
RXN0-984 TRANS-RXN-121
RXN0-985 RXN0-268
RXN0-985 TRANS-RXN0-201
RXN0-985 TRANS-RXN0-499
RXN0-985 ISOCIT-CLEAV-RXN
RXN0-985 SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN
RXN0-985 CYTDEAM-RXN
RXN0-985 RXN0-361
RXN0-985 TRANS-RXN-106
RXN0-985 TRANS-RXN-106A
RXN0-985 METBALT-RXN
RXN0-985 TRANS-RXN-106B
RXN0-985 TRANS-RXN-127
RXN0-985 TRANS-RXN-116
RXN0-985 SUCCDIAMINOPIMDESUCC-RXN
RXN0-985 SUCCCOASYN-RXN
RXN0-985 RXN-12353
RXN0-985 RXN-2881
RXN0-985 RXN-2961
RXN0-985 TRANS-RXN-121
ADENOSINE-NUCLEOSIDASE-RXN RXN0-361
ADENOSINE-NUCLEOSIDASE-RXN TRANS-RXN0-447
ADENOSINE-NUCLEOSIDASE-RXN DEOXYADENPHOSPHOR-RXN
ADENOSINE-NUCLEOSIDASE-RXN RIBOKIN-RXN
ADENOSINE-NUCLEOSIDASE-RXN R148-RXN
ADENOSINE-NUCLEOSIDASE-RXN ADENINE-DEAMINASE-RXN
ADENOSINE-NUCLEOSIDASE-RXN ADENPHOSPHOR-RXN
ADENOSINE-NUCLEOSIDASE-RXN RXN0-5305
ADENOSINE-NUCLEOSIDASE-RXN INOSINE-NUCLEOSIDASE-RXN
TRANS-RXN0-258 RXN0-5226
KETOACYLCOATHIOL-RXN AKBLIG-RXN
KETOACYLCOATHIOL-RXN ACECOATRANS-RXN
KETOACYLCOATHIOL-RXN ACETOACETYL-COA-TRANSFER-RXN
KETOACYLCOATHIOL-RXN MALTACETYLTRAN-RXN
KETOACYLCOATHIOL-RXN TDPFUCACTRANS-RXN
KETOACYLCOATHIOL-RXN 2.3.1.180-RXN
KETOACYLCOATHIOL-RXN RXN0-5231
KETOACYLCOATHIOL-RXN CITSYN-RXN
KETOACYLCOATHIOL-RXN 2.3.1.157-RXN
KETOACYLCOATHIOL-RXN MALSYN-RXN
KETOACYLCOATHIOL-RXN RXN0-6948
KETOACYLCOATHIOL-RXN TRANSENOYLCOARED-RXN
KETOACYLCOATHIOL-RXN ACETYL-COA-ACETYLTRANSFER-RXN
KETOACYLCOATHIOL-RXN ACP-S-ACETYLTRANSFER-RXN
KETOACYLCOATHIOL-RXN RXN0-1133
KETOACYLCOATHIOL-RXN ACETALD-DEHYDROG-RXN
KETOACYLCOATHIOL-RXN DIHYDLIPACETRANS-RXN
KETOACYLCOATHIOL-RXN RXN0-5418
KETOACYLCOATHIOL-RXN SPERMACTRAN-RXN
KETOACYLCOATHIOL-RXN OHACYL-COA-DEHYDROG-RXN
KETOACYLCOATHIOL-RXN 2.3.1.118-RXN
KETOACYLCOATHIOL-RXN SERINE-O-ACETTRAN-RXN
KETOACYLCOATHIOL-RXN N-ACETYLTRANSFER-RXN
KETOACYLCOATHIOL-RXN 2-ISOPROPYLMALATESYN-RXN
KETOACYLCOATHIOL-RXN THIOESTER-RXN
KETOACYLCOATHIOL-RXN PHOSACETYLTRANS-RXN
KETOACYLCOATHIOL-RXN RXN0-5055
KETOACYLCOATHIOL-RXN ACYLCOASYN-RXN
KETOACYLCOATHIOL-RXN ACETYL-COA-CARBOXYLTRANSFER-RXN
KETOACYLCOATHIOL-RXN ACYLCOADEHYDROG-RXN
KETOACYLCOATHIOL-RXN DIAMACTRANS-RXN
KETOACYLCOATHIOL-RXN 2.3.1.128-RXN
KETOACYLCOATHIOL-RXN GALACTOACETYLTRAN-RXN
ABC-20-RXN RXN0-3021
ABC-20-RXN RXN0-5250
ABC-20-RXN TRANS-RXN-141B
ABC-20-RXN RXN0-6571
RIBOKIN-RXN PRPPSYN-RXN
RIBOKIN-RXN 1TRANSKETO-RXN
RIBOKIN-RXN RIB5PISOM-RXN
RIBOKIN-RXN PPENTOMUT-RXN
RIBOKIN-RXN RXN0-5398
RIBOKIN-RXN NMNNUCLEOSID-RXN
3.4.21.83-RXN 3.4.23.43-RXN
3.4.21.83-RXN RXN0-3201
3.4.21.83-RXN 3.5.1.28-RXN
3.4.21.83-RXN 3.4.11.1-RXN
3.4.21.83-RXN 3.4.21.92-RXN
3.4.21.83-RXN RXN0-5103
3.4.21.83-RXN 3.4.21.87-RXN
3.4.21.83-RXN RXN0-3261
3.4.21.83-RXN RXN0-5052
3.4.21.83-RXN RXN0-5051
3.4.21.83-RXN RXN0-5204
3.4.21.83-RXN GAMMA-GLUTAMYLTRANSFERASE-RXN
3.4.21.83-RXN 3.4.21.53-RXN
3.4.21.83-RXN 3.4.24.70-RXN
3.4.21.83-RXN 3.4.24.55-RXN
3.4.21.83-RXN 3.4.21.102-RXN
3.4.21.83-RXN ABC-22-RXN
3.4.21.83-RXN 3.4.11.9-RXN
3.4.21.83-RXN 3.4.15.5-RXN
3.4.21.83-RXN RXN0-3221
PHENYLACETATE--COA-LIGASE-RXN RXN0-2042
PHENYLACETATE--COA-LIGASE-RXN RXN0-5450
DARABISOM-RXN DARABKIN-RXN
GLUTAREDOXIN-RXN RXN0-6678
GLUTAREDOXIN-RXN RXN-12827
GLUTAREDOXIN-RXN RXN0-5259
GLUTAREDOXIN-RXN RXN0-5257
GLUTAREDOXIN-RXN RXN0-5255
GLUTAREDOXIN-RXN RXN0-5253
GLUTAREDOXIN-RXN RXN0-5254
GLUTAREDOXIN-RXN RXN0-5263
GLUTAREDOXIN-RXN RXN0-5262
GLUTAREDOXIN-RXN RXN0-5261
GLUTAREDOXIN-RXN REDUCEDFE-S-RXN
GLUTAREDOXIN-RXN RXN0-6684
GLUTAREDOXIN-RXN RXN0-5309
GLUTAREDOXIN-RXN RXN0-5242
GLUTAREDOXIN-RXN TRANS-RXN0-234
GLUTAREDOXIN-RXN RXN0-3283
GLUTAREDOXIN-RXN RXN0-5269
GLUTAREDOXIN-RXN RXN0-5244
GLUTAREDOXIN-RXN RXN0-5245
GLUTAREDOXIN-RXN TRANS-RXN0-237
GLUTAREDOXIN-RXN PRODISULFREDUCT-A-RXN
GLUTAREDOXIN-RXN RXN0-6370
GLUTAREDOXIN-RXN RXN0-6372
GLUTAREDOXIN-RXN RXN-982
GLUTAREDOXIN-RXN RXN0-6490
GLUTAREDOXIN-RXN RXN0-6954
ACECOATRANS-RXN AKBLIG-RXN
ACECOATRANS-RXN ACETOACETYL-COA-TRANSFER-RXN
ACECOATRANS-RXN MALTACETYLTRAN-RXN
ACECOATRANS-RXN TDPFUCACTRANS-RXN
ACECOATRANS-RXN RXN0-1981
ACECOATRANS-RXN 2.3.1.180-RXN
ACECOATRANS-RXN RXN0-5231
ACECOATRANS-RXN CITSYN-RXN
ACECOATRANS-RXN CITC-RXN
ACECOATRANS-RXN 2.3.1.157-RXN
ACECOATRANS-RXN MALSYN-RXN
ACECOATRANS-RXN RXN0-6948
ACECOATRANS-RXN TRANSENOYLCOARED-RXN
ACECOATRANS-RXN ACETYL-COA-ACETYLTRANSFER-RXN
ACECOATRANS-RXN ACETATEKIN-RXN
ACECOATRANS-RXN ACP-S-ACETYLTRANSFER-RXN
ACECOATRANS-RXN ACETALD-DEHYDROG-RXN
ACECOATRANS-RXN RXN0-1133
ACECOATRANS-RXN ACSERLY-RXN
ACECOATRANS-RXN DIHYDLIPACETRANS-RXN
ACECOATRANS-RXN RXN0-5513
ACECOATRANS-RXN RXN0-5418
ACECOATRANS-RXN SPERMACTRAN-RXN
ACECOATRANS-RXN 2.3.1.118-RXN
ACECOATRANS-RXN SERINE-O-ACETTRAN-RXN
ACECOATRANS-RXN N-ACETYLTRANSFER-RXN
ACECOATRANS-RXN 2-ISOPROPYLMALATESYN-RXN
ACECOATRANS-RXN THIOESTER-RXN
ACECOATRANS-RXN RXN0-5414
ACECOATRANS-RXN PHOSACETYLTRANS-RXN
ACECOATRANS-RXN KETOACYLCOATHIOL-RXN
ACECOATRANS-RXN RXN0-5055
ACECOATRANS-RXN ACYLCOASYN-RXN
ACECOATRANS-RXN ACETYL-COA-CARBOXYLTRANSFER-RXN
ACECOATRANS-RXN ACYLCOADEHYDROG-RXN
ACECOATRANS-RXN ACETATE--COA-LIGASE-RXN
ACECOATRANS-RXN RXN0-6725
ACECOATRANS-RXN DIAMACTRANS-RXN
ACECOATRANS-RXN 2.3.1.128-RXN
ACECOATRANS-RXN GALACTOACETYLTRAN-RXN
FORMATETHFLIG-RXN FORMYLTHFDEFORMYL-RXN
FORMATETHFLIG-RXN GART-RXN
FORMATETHFLIG-RXN METHENYLTHFCYCLOHYDRO-RXN
FORMATETHFLIG-RXN AICARTRANSFORM-RXN
FORMATETHFLIG-RXN METHIONYL-TRNA-FORMYLTRANSFERASE-RXN
FORMATETHFLIG-RXN RXN0-1862
GLUCOSE-6-PHOSPHATE-1-EPIMERASE-RXN UHPC-RXN
GLUCOSE-6-PHOSPHATE-1-EPIMERASE-RXN GLU6PDEHYDROG-RXN
GLUCOSE-6-PHOSPHATE-1-EPIMERASE-RXN TREHALOSE6PSYN-RXN
GLUCOSE-6-PHOSPHATE-1-EPIMERASE-RXN BETA-PHOSPHOGLUCOMUTASE-RXN
GLUCOSE-6-PHOSPHATE-1-EPIMERASE-RXN RXN0-963
GLUCOSE-6-PHOSPHATE-1-EPIMERASE-RXN PGLUCISOM-RXN
GLUCOSE-6-PHOSPHATE-1-EPIMERASE-RXN PHOSPHOGLUCMUT-RXN
GLUCOSE-6-PHOSPHATE-1-EPIMERASE-RXN TRANS-RXN-33
SPERMIDINESYN-RXN TRANS-RXN0-266
SPERMIDINESYN-RXN ABC-24-RXN
SPERMIDINESYN-RXN SPERMACTRAN-RXN
SPERMIDINESYN-RXN GSPSYN-RXN
SPERMIDINESYN-RXN METHYLTHIOADENOSINE-NUCLEOSIDASE-RXN
RXN0-4641 RXN0-5465
RXN0-4641 RXN0-5261
RXN0-4641 RXN0-6436
RXN0-4641 NANE-RXN
RXN0-4641 NAG6PDEACET-RXN
RXN0-4641 DLACTDEHYDROGFAD-RXN
RXN0-4641 D-LACTATE-DEHYDROGENASE-CYTOCHROME-RXN
GSAAMINOTRANS-RXN GLUTRNAREDUCT-RXN
GSAAMINOTRANS-RXN PORPHOBILSYNTH-RXN
RXN0-4261 RXN0-5021
RXN0-4261 RXN0-5039
RXN0-4261 3.1.11.6-RXN
BIOTINLIG-RXN RXN-7101
BIOTINLIG-RXN RXN0-6277
BIOTINLIG-RXN TRANS-RXN0-240
HOMOSERKIN-RXN THRESYN-RXN
MYRPALMTRAN-RXN MYRISTOYLACYLTRAN-RXN
MYRPALMTRAN-RXN RXN0-5513
MYRPALMTRAN-RXN LAUROYLACYLTRAN-RXN
MYRPALMTRAN-RXN RXN-5741
MYRPALMTRAN-RXN RXN0-947
MYRPALMTRAN-RXN HOLO-ACP-SYNTH-RXN
MYRPALMTRAN-RXN PALMITOTRANS-RXN
MYRPALMTRAN-RXN RXN0-1138
MYRPALMTRAN-RXN RXN0-1137
MYRPALMTRAN-RXN RXN-9539
MYRPALMTRAN-RXN UDPHYDROXYMYRGLUCOSAMNACETYLTRANS-RXN
MYRPALMTRAN-RXN ACYLGPEACYLTRANS-RXN
MYRPALMTRAN-RXN RXN0-1130
MYRPALMTRAN-RXN ACP-S-ACETYLTRANSFER-RXN
MYRPALMTRAN-RXN RXN-9549
MYRPALMTRAN-RXN UDPNACETYLGLUCOSAMACYLTRANS-RXN
MYRPALMTRAN-RXN 3.1.4.14-RXN
MYRPALMTRAN-RXN MALONYL-COA-ACP-TRANSACYL-RXN
FUCISOM-RXN FUCULOKIN-RXN
FUCISOM-RXN TRANS-RXN-20
GLYCDEH-RXN GLYCEROL-1-PHOSPHATASE-RXN
GLYCDEH-RXN TRANS-RXN-131
GLYCDEH-RXN GLYCEROL-KIN-RXN
GLYCDEH-RXN RXN0-313
GLYCDEH-RXN GLYCEROL-2-PHOSPHATASE-RXN
GLYCDEH-RXN RXN0-6467
GLYCDEH-RXN 2.7.1.121-RXN
GLYCDEH-RXN CARDIOLIPSYN-RXN
RXN-12587 RXN0-6359
RXN-12587 RXN0-308
RXN-12587 RXN-12588
RXN-12587 2.8.1.6-RXN
RXN-12587 RXN0-5063
RXN-12588 RXN0-3
RXN-12588 RXN0-6980
RXN-12588 RXN0-6359
RXN-12588 RXN0-6981
RXN-12588 RXN0-279
RXN-12588 RXN0-6985
RXN-12588 TRNA-S-TRANSFERASE-RXN
RXN-12588 SELENOCYSTEINE-LYASE-RXN
RXN-12588 RXN0-5230
RXN-12588 GLUTCYSLIG-RXN
RXN-12588 RXN0-308
RXN-12588 RXN0-5202
RXN-12588 LCYSDESULF-RXN
RXN-12588 RXN-11362
RXN-12588 CYSTEINE--TRNA-LIGASE-RXN
RXN-12588 ALANINE--TRNA-LIGASE-RXN
RXN-12588 RXN0-1924
RXN-12588 RXN-11484
RXN-12588 P-PANTOCYSLIG-RXN
RXN-12588 ACSERLY-RXN
RXN-12588 RXN0-6975
RXN-12588 RXN0-6976
RXN-12588 O-SUCCHOMOSERLYASE-RXN
RXN-12588 ALARACECAT-RXN
RXN-12588 2.8.1.6-RXN
RXN-12588 RXN0-5063
RXN-12588 RXN0-6979
RXN-12588 CYSTEINE-AMINOTRANSFERASE-RXN
RXN-12588 RXN0-6977
RXN-12588 RXN-9787
RXN-12588 RXN0-6978
RXN-12588 RXN-6622
RXN-12588 VALINE-PYRUVATE-AMINOTRANSFER-RXN
RXN-12588 RXN-12587
RXN-12588 TRANS-RXN-125
RXN-12588 THIFIS-RXN
RXN-12588 7KAPSYN-RXN
RXN-12588 TRANS-RXN0-469
RXN-12588 UDP-NACMUR-ALA-LIG-RXN
RXN-12583 RXN-12508
PSEUDOURIDINE-KINASE-RXN RXN0-5398
SULFATE-ADENYLYLTRANS-RXN RXN-5077
SULFATE-ADENYLYLTRANS-RXN ADENYLYLSULFKIN-RXN
ABC-5-RXN RXN0-2121
ABC-5-RXN COBALADENOSYLTRANS-RXN
ABC-5-RXN RXN0-1565
PRIBFAICARPISOM-RXN GLUTAMIDOTRANS-RXN
RXN0-4621 RXN0-5465
RXN0-4621 RXN0-4641
RXN0-4621 RXN0-6436
GLYOXIII-RXN RXN0-5261
GLYOXIII-RXN RXN0-4641
GLYOXIII-RXN DLACTDEHYDROGFAD-RXN
GLYOXIII-RXN D-LACTATE-DEHYDROGENASE-CYTOCHROME-RXN
ALTRODEHYDRAT-RXN TRANS-RXN-113
ALTRODEHYDRAT-RXN DEOXYGLUCONOKIN-RXN
ALTRODEHYDRAT-RXN DHDOGALDOL-RXN
PHOSPHAGLYPSYN-RXN ABC-34-RXN
PHOSPHAGLYPSYN-RXN PHOSPHASERSYN-RXN
PHOSPHAGLYPSYN-RXN RXN0-5257
PHOSPHAGLYPSYN-RXN CDPDIGLYPYPHOSPHA-RXN
PHOSPHAGLYPSYN-RXN RXN0-5258
PHOSPHAGLYPSYN-RXN KDOTRANS-RXN
PHOSPHAGLYPSYN-RXN TRANS-RXN-22
PHOSPHAGLYPSYN-RXN RXN0-5223
PHOSPHAGLYPSYN-RXN RXN-1381
PHOSPHAGLYPSYN-RXN RXN0-5260
PHOSPHAGLYPSYN-RXN R140-RXN
PHOSPHAGLYPSYN-RXN RXN0-5128
PHOSPHAGLYPSYN-RXN RXN-11832
PHOSPHAGLYPSYN-RXN RXN-10462
PHOSPHAGLYPSYN-RXN PGPPHOSPHA-RXN
PHOSPHAGLYPSYN-RXN KDOTRANS2-RXN
PHOSPHAGLYPSYN-RXN RXN0-383
PHOSPHAGLYPSYN-RXN RXN-12198
RIBONUCLEOSIDE-DIP-REDUCTII-RXN RXN-11831
RIBONUCLEOSIDE-DIP-REDUCTII-RXN DCDPKIN-RXN
RIBONUCLEOSIDE-DIP-REDUCTII-RXN RXN0-748
RIBONUCLEOSIDE-DIP-REDUCTII-RXN RXN0-747
RIBONUCLEOSIDE-DIP-REDUCTII-RXN RXN0-722
RXN0-4223 3.1.13.3-RXN
RXN0-4223 TRNA-NUCLEOTIDYLTRANSFERASE-RXN
RXN0-4223 DNA-DIRECTED-RNA-POLYMERASE-RXN
RXN0-4223 RXN0-4701
RXN0-4223 RXN0-6525
RXN0-4223 3.1.13.5-RXN
RXN0-4223 2.7.7.8-RXN
RXN0-4223 RXN0-4961
RXN0-4223 3.1.26.4-RXN
RXN0-4223 3.6.1.19-RXN
RXN0-4223 RXN0-5361
RXN0-4223 3.1.11.1-RXN
RXN0-4223 3.1.11.2-RXN
ABC-3-RXN TRANS-RXN-68
ABC-3-RXN RXN-1961
ABC-3-RXN LYSINE--TRNA-LIGASE-RXN
ABC-3-RXN RXN0-5192
ABC-3-RXN TRANS-RXN-58
ABC-3-RXN LYSDECARBOX-RXN
ABC-3-RXN RXN0-5344
ABC-3-RXN RXN0-963
TRANS-RXN-141B RXN0-3021
TRANS-RXN-141B ABC-20-RXN
TRANS-RXN-141B RXN0-5250
TRANS-RXN-141B RXN0-6571
RXN0-4222 RXN0-6480
RXN0-4222 5-NUCLEOTID-RXN
TRANS-RXN-141A RXN0-5251
THIOREDOXIN-RXN RIBONUCLEOSIDE-DIP-REDUCTI-RXN
THIOREDOXIN-RXN GLUTAREDOXIN-RXN
THIOREDOXIN-RXN RXN0-6678
THIOREDOXIN-RXN RXN-12827
THIOREDOXIN-RXN RXN0-5259
THIOREDOXIN-RXN RXN0-5257
THIOREDOXIN-RXN ADPREDUCT-RXN
THIOREDOXIN-RXN RXN0-5255
THIOREDOXIN-RXN RXN0-5253
THIOREDOXIN-RXN RXN0-5254
THIOREDOXIN-RXN RXN0-5263
THIOREDOXIN-RXN RXN0-5262
THIOREDOXIN-RXN RXN0-5261
THIOREDOXIN-RXN REDUCEDFE-S-RXN
THIOREDOXIN-RXN RXN0-6385
THIOREDOXIN-RXN RXN0-6277
THIOREDOXIN-RXN RXN0-6684
THIOREDOXIN-RXN RXN0-5309
THIOREDOXIN-RXN THIOREDOXIN-REDUCT-NADPH-RXN
THIOREDOXIN-RXN RXN0-5242
THIOREDOXIN-RXN TRANS-RXN0-234
THIOREDOXIN-RXN RXN0-3283
THIOREDOXIN-RXN RXN0-5269
THIOREDOXIN-RXN RXN0-5244
THIOREDOXIN-RXN RXN0-5245
THIOREDOXIN-RXN TRANS-RXN0-237
THIOREDOXIN-RXN 1.8.4.12-RXN
THIOREDOXIN-RXN RXN0-6370
THIOREDOXIN-RXN RXN0-6372
THIOREDOXIN-RXN RXN-8668
THIOREDOXIN-RXN RXN0-6490
THIOREDOXIN-RXN RXN0-6954
2OXOGLUTDECARB-RXN RXN0-1147
ENTG-RXN ENTF-RXN
ENTG-RXN TRANS-RXN0-496
ENTG-RXN DHBAMPLIG-RXN
ENTG-RXN RXN0-1661
ENTG-RXN RXN0-8
ABC-26-RXN TRANS-RXN-118
ABC-26-RXN RXN-821
ABC-26-RXN TRANS-RXN-29
ABC-26-RXN PROLINE--TRNA-LIGASE-RXN
ABC-26-RXN RXN0-6988
ABC-26-RXN 3.4.13.9-RXN
RXN0-1603 GMP-SYN-NH3-RXN
RXN0-1603 GMP-SYN-GLUT-RXN
RXN-2962 RXN-7968
RXN-2962 RXN-7967
RXN-2962 RXN0-6377
RXN-2962 DIHYDROPICRED-RXN
RXN-2962 RXN-12105
RXN-2962 RXN-12106
RXN-2962 1.1.1.264-RXN
RXN-2962 ISPH2-RXN
RXN-2962 S-FORMYLGLUTATHIONE-HYDROLASE-RXN
RXN-2962 FMNREDUCT-RXN
RXN-2962 GLUCONATE-5-DEHYDROGENASE-RXN
RXN-2962 HOMOSERDEHYDROG-RXN
RXN-2962 R621-RXN
RXN-2962 FAD-RED-RXN
RXN-2962 RXN0-3381
RXN-2962 RXN0-3922
RXN-2962 PYRROLINECARBREDUCT-RXN
RXN-2962 FMN-RED-RXN
RXN-2962 RXN0-884
RXN-2962 TSA-REDUCT-RXN
RXN-2962 GLYC3PDEHYDROGBIOSYN-RXN
RXN-2962 NQOR-RXN
RXN-2962 R165-RXN
RXN-2962 6PGLUCONDEHYDROG-RXN
RXN-2962 RXN-2961
RXN-2962 1.5.1.34-RXN
RXN-2962 RXN-12445
GAPOXNPHOSPHN-RXN 1TRANSKETO-RXN
GAPOXNPHOSPHN-RXN TRANSALDOL-RXN
GAPOXNPHOSPHN-RXN DXS-RXN
GAPOXNPHOSPHN-RXN DEHYDDEOXPHOSGALACT-ALDOL-RXN
GAPOXNPHOSPHN-RXN RXN0-2381
GAPOXNPHOSPHN-RXN TAGAALDOL-RXN
GAPOXNPHOSPHN-RXN DEOXYRIBOSE-P-ALD-RXN
GAPOXNPHOSPHN-RXN F16ALDOLASE-RXN
GAPOXNPHOSPHN-RXN TRIOSEPISOMERIZATION-RXN
GAPOXNPHOSPHN-RXN 2TRANSKETO-RXN
GAPOXNPHOSPHN-RXN RXN0-313
GAPOXNPHOSPHN-RXN PHOSGLYPHOS-RXN
RXN-2961 PRODISULFREDUCT-A-RXN
RXN-2961 RXN0-6549
RXN-2961 RXN0-6256
RXN-2961 RXN-2962
RXN-2961 RXN0-11
RXN-2961 GST-RXN
RXN-2961 RXN0-21
RXN-2961 GLUTATHIONE-PEROXIDASE-RXN
RXN-2961 RXN-12353
RXN-2961 GLYOXI-RXN
RXN-2961 RXN-12864
RXN-2961 RXN-2881
RXN-2961 GSPSYN-RXN
RXN-9772 RXN0-268
RXN-9772 TRANS-RXN0-201
RXN-9772 TRANS-RXN0-499
RXN-9772 ISOCIT-CLEAV-RXN
RXN-9772 SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN
RXN-9772 QUINOLINATE-SYNTHA-RXN
RXN-9772 TRANS-RXN-106
RXN-9772 TRANS-RXN-106A
RXN-9772 METBALT-RXN
RXN-9772 TRANS-RXN-106B
RXN-9772 TRANS-RXN-127
